Date,2021/06/29
Name,元大全球未來關鍵科技ETF基金
Net Asset,7672194939
Shares Outstanding,263524000
ETF Currency,NTD
NAV per Share,29.11

Ticker,Name,Currency,Shares,Expiry Month,Market Value,Weight,Price,Multiplier,FX Rate
1717_TW,長興,NTD,248000.0,,,0.13,,1.0,1.0
032500_KR,KMW CO LTD,KRW,7082.0,,,0.13,,1.0,0.0247
600549_CN,廈門鎢業,CNY,104700.0,,,0.12,,1.0,4.323
002273_CN,水晶光電,CNY,143400.0,,,0.11,,1.0,4.323
002436_CN,興森科技,CNY,172800.0,,,0.11,,1.0,4.323
7966_JP,LINTEC CORP,JPY,13100.0,,,0.1,,1.0,0.2518
600498_CN,烽火通信,CNY,90400.0,,,0.09,,1.0,4.323
002056_CN,橫店東磁,CNY,116500.0,,,0.08,,1.0,4.323
002281_CN,光迅科技,CNY,57700.0,,,0.08,,1.0,4.323
002643_CN,萬潤股份,CNY,85100.0,,,0.08,,1.0,4.323
603228_CN,景旺電子,CNY,37722.0,,,0.06,,1.0,4.323
002912_CN,中新賽克,CNY,15373.0,,,0.04,,1.0,4.323
NQ,小那斯達克指數期貨,USD,27.0,202109,,2.81,,10.0,27.89
TX,臺股期貨,NTD,32.0,202107,,1.45,,200.0,1.0
Cash,保證金,NTD,51251918.0,,,,1,1,1.0
Cash,保證金,USD,3218356.33,,,,1,1,27.89
Cash,現金,CNH,13124037.28,,,,1,1,4.3207
Cash,現金,JPY,84081797.0,,,,1,1,0.2518
Cash,現金,NTD,95054998.0,,,,1,1,1.0
Cash,現金,USD,5186365.49,,,,1,1,27.89
Cash,應收股利,JPY,26210769.0,,,,1,1,0.2518
Cash,應收股利,NTD,2795951.0,,,,1,1,1.0

