Date,2021/06/29
Name,元大標普美元ER單日反向1倍指數股票型期貨信託基金
Net Asset,60558146
Shares Outstanding,3188000
ETF Currency,NTD
NAV per Share,19.0

Ticker,Name,Currency,Shares,Expiry Month,Market Value,Weight,Price,Multiplier,FX Rate
DX,美元指數期貨,USD,-24.0,202109,,101.52,,1000.0,27.89
Cash,保證金,NTD,36109818.0,,,,1,1,1.0
Cash,保證金,USD,107908.11,,,,1,1,27.89
Cash,現金,NTD,20962132.0,,,,1,1,1.0
Cash,附買回債券,NTD,10004273.0,,,,1,1,1.0

