Time,Last,Vol,BID1,BIDSZ1,BID2,BIDSZ2,BID3,BIDSZ3,BID4,BIDSZ4,BID5,BIDSZ5,ASK1,ASKSZ1,ASK2,ASKSZ2,ASK3,ASKSZ3,ASK4,ASKSZ4,ASK5,ASKSZ5,Tick,Volume,LastTime
85000836000,0,0,0.030,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
95402340000,0,0,2.180,6,0.030,5,0,0,0,0,0,0,3.380,6,0,0,0,0,0,0,0,0,0,0,
100456007000,0,0,2.180,6,0.030,5,0,0,0,0,0,0,2.780,2,3.380,6,0,0,0,0,0,0,0,0,
100517079000,0,0,0.030,5,0,0,0,0,0,0,0,0,2.780,2,0,0,0,0,0,0,0,0,0,0,
102501495000,0,0,2.000,6,0.030,5,0,0,0,0,0,0,2.780,2,0,0,0,0,0,0,0,0,0,0,
102501495000,0,0,2.000,6,0.030,5,0,0,0,0,0,0,2.780,2,3.380,6,0,0,0,0,0,0,0,0,
104841386000,0,0,0.030,5,0,0,0,0,0,0,0,0,2.780,2,3.380,6,0,0,0,0,0,0,0,0,
104841386000,0,0,0.030,5,0,0,0,0,0,0,0,0,2.780,2,0,0,0,0,0,0,0,0,0,0,
104843868000,0,0,2.180,6,0.030,5,0,0,0,0,0,0,2.780,2,3.380,6,0,0,0,0,0,0,0,0,
105003540000,0,0,0.030,5,0,0,0,0,0,0,0,0,2.780,2,0,0,0,0,0,0,0,0,0,0,
105005402000,0,0,2.180,6,0.030,5,0,0,0,0,0,0,2.780,2,3.380,6,0,0,0,0,0,0,0,0,
120253023000,0,0,2.180,6,0.030,5,0,0,0,0,0,0,3.380,6,0,0,0,0,0,0,0,0,0,0,
120259118000,2.180,2,2.180,6,0.030,5,0,0,0,0,0,0,3.380,6,0,0,0,0,0,0,0,0,1,2,120259118000
120259118000,2.180,2,2.180,4,0.030,5,0,0,0,0,0,0,3.380,6,0,0,0,0,0,0,0,0,0,2,
131857989000,2.180,2,0.030,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
131857989000,2.180,2,1.820,6,0.030,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
131857989000,2.180,2,1.820,6,0.030,5,0,0,0,0,0,0,3.170,6,0,0,0,0,0,0,0,0,0,2,
